quarterbeats	duration_qb	mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
27	1.0	4	4	3/4	3/4	4/2	1	1	iv	d	i		iv	iv							m	1	1	-1, -4, 0		-1	-1
28	1.0	4	4	1	1	4/2	1	1	i(4)	d	i		i(4)	i			4				m	1	1	0, -1, 1		0	0
29	1.0	4	4	5/4	5/4	4/2	1	1	i	d	i		i	i							m	1	1	0, -3, 1		0	0
30	2.0	4	4	3/2	3/2	4/2	1	1	ii%2	d	i		ii%2	ii	%	2					%7	1	1	0, 2, -1, -4		2	0
32	6.0	5	5	0	0	4/2	1	1	i}{	d	i		i	i						}{	m	1	1	0, -3, 1		0	0
38	2.0	5	5	3/2	3/2	4/2	1	1	iv64	d	i		iv64	iv		64					m	1	1	0, -1, -4		-1	0
40	2.0	6	6	0	0	4/2	1	1	i	d	i		i	i							m	1	1	0, -3, 1		0	0
42	2.0	6	6	1/2	1/2	4/2	1	1	iv64	d	i		iv64	iv		64					m	1	1	0, -1, -4		-1	0
44	4.0	6	6	1	1	4/2	1	1	I	d	i		I	I							M	1	1	0, 4, 1		0	0
48	2.0	7	7	0	0	4/2	1	1	iv	d	i		iv	iv							m	1	1	-1, -4, 0		-1	-1
50	2.0	7	7	1/2	1/2	4/2	1	1	i	d	i		i	i							m	1	1	0, -3, 1		0	0
52	2.0	7	7	1	1	4/2	1	1	iv	d	i		iv	iv							m	1	1	-1, -4, 0		-1	-1
54	2.0	7	7	3/2	3/2	4/2	1	1	i6	d	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
56	1.0	8	8	0	0	4/2	1	1	iv64	d	i		iv64	iv		64					m	1	1	0, -1, -4		-1	0
57	1.0	8	8	1/4	1/4	4/2	1	1	iv	d	i		iv	iv							m	1	1	-1, -4, 0		-1	-1
58	1.0	8	8	1/2	1/2	4/2	1	1	i6(4)	d	i		i6(4)	i		6	4				m	1	1	-1, 1, 0		0	-1
59	1.0	8	8	3/4	3/4	4/2	1	1	i6	d	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
60	2.0	8	8	1	1	4/2	1	1	iv6(2)	d	i		iv6(2)	iv		6	2				m	1	1	-4, 0, 1		-1	-4
62	2.0	8	8	3/2	3/2	4/2	1	1	iv6	d	i		iv6	iv		6					m	1	1	-4, 0, -1		-1	-4
64	2.0	9	9	0	0	4/2	1	1	i	d	i		i	i							m	1	1	0, -3, 1		0	0
66	2.0	9	9	1/2	1/2	4/2	1	1	ii%2	d	i		ii%2	ii	%	2					%7	1	1	0, 2, -1, -4		2	0
68	4.0	9	9	1	1	4/2	1	1	i}{	d	i		i	i						}{	m	1	1	0, -3, 1		0	0
72	1.0	10	10	0	0	4/2	1	1	iv6(2)	d	i		iv6(2)	iv		6	2				m	1	1	-4, 0, 1		-1	-4
73	1.0	10	10	1/4	1/4	4/2	1	1	iv6	d	i		iv6	iv		6					m	1	1	-4, 0, -1		-1	-4
74	1.0	10	10	1/2	1/2	4/2	1	1	I(4)	d	i		I(4)	I			4				M	1	1	0, -1, 1		0	0
75	1.0	10	10	3/4	3/4	4/2	1	1	I	d	i		I	I							M	1	1	0, 4, 1		0	0
76	2.0	10	10	1	1	4/2	1	1	iv	d	i		iv	iv							m	1	1	-1, -4, 0		-1	-1
78	2.0	10	10	3/2	3/2	4/2	1	1	i	d	i		i	i							m	1	1	0, -3, 1		0	0
80	2.0	11	11	0	0	4/2	1	1	iv64(2)	d	i		iv64(2)	iv		64	2				m	1	1	0, 1, -4		-1	0
82	2.0	11	11	1/2	1/2	4/2	1	1	ii%7	d	i		ii%7	ii	%	7					%7	1	1	2, -1, -4, 0		2	2
84	2.0	11	11	1	1	4/2	1	1	I6	d	i		I6	I		6					M	1	1	4, 1, 0		0	4
86	2.0	11	11	3/2	3/2	4/2	1	1	iv	d	i		iv	iv							m	1	1	-1, -4, 0		-1	-1
88	2.0	12	12	0	0	4/2	1	1	i	d	i		i	i							m	1	1	0, -3, 1		0	0
90	2.0	12	12	1/2	1/2	4/2	1	1	iv64	d	i		iv64	iv		64					m	1	1	0, -1, -4		-1	0
92	2.0	12	12	1	1	4/2	1	1	I	d	i		I	I							M	1	1	0, 4, 1		0	0
94	2.0	12	12	3/2	3/2	4/2	1	1	iv64	d	i		iv64	iv		64					m	1	1	0, -1, -4		-1	0
96	2.0	13	13	0	0	4/2	1	1	I(4)}	d	i		I(4)	I			4			}	M	1	1	0, -1, 1		0	0
98	6.0	13	13	1/2	1/2	4/2	1	1	I	d	i		I	I							M	1	1	0, 4, 1		0	0
