mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible
5	5	19	19	1.0	3/4	3/4	Chord	4/4	1	2	1/4	1/4	1	57							
5	5	16	16	0.25	0	0	Chord	4/4	2	1	1/16	1/16	1	58							
5	5	65/4	65/4	0.25	1/16	1/16	Chord	4/4	2	1	1/16	1/16	1	59							
5	5	33/2	33/2	0.25	1/8	1/8	Chord	4/4	2	1	1/16	1/16	1	60							
5	5	67/4	67/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16	1/16	1	61							
5	5	17	17	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	62							
5	5	35/2	35/2	0.25	3/8	3/8	Chord	4/4	2	1	1/16	1/16	1	63							
5	5	71/4	71/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16	1/16	1	64							
5	5	18	18	0.5	1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	65							
5	5	37/2	37/2	0.25	5/8	5/8	Chord	4/4	2	1	1/16	1/16	1	66							
5	5	75/4	75/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16	1/16	1	67							
5	5	19	19	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	68							
5	5	18	18	1.5	1/2	1/2	Chord	4/4	2	2	3/8	1/4	3/2	69							
5	5	39/2	39/2	0.25	7/8	7/8	Chord	4/4	2	2	1/16	1/16	1	70							
5	5	79/4	79/4	0.25	15/16	15/16	Chord	4/4	2	2	1/16	1/16	1	71							
6	6	20	20	1.0	0	0	Chord	4/4	1	2	1/4	1/4	1	72							
6	6	21	21	1.0	1/4	1/4	Chord	4/4	1	2	1/4	1/4	1	73							
6	6	22	22	1.5	1/2	1/2	Chord	4/4	1	2	3/8	1/4	3/2	74							
6	6	47/2	47/2	0.5	7/8	7/8	Chord	4/4	1	2	1/8	1/8	1	75							
6	6	20	20	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	76							
6	6	21	21	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	77							
6	6	43/2	43/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	78							
6	6	22	22	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	79							
6	6	20	20	0.5	0	0	Chord	4/4	2	2	1/8	1/8	1	80							
6	6	41/2	41/2	0.5	1/8	1/8	Chord	4/4	2	2	1/8	1/8	1	81							
6	6	21	21	0.5	1/4	1/4	Chord	4/4	2	2	1/8	1/8	1	82							
6	6	43/2	43/2	0.5	3/8	3/8	Chord	4/4	2	2	1/8	1/8	1	83							
6	6	22	22	0.25	1/2	1/2	Chord	4/4	2	2	1/16	1/16	1	84							
6	6	89/4	89/4	0.25	9/16	9/16	Chord	4/4	2	2	1/16	1/16	1	85							
6	6	45/2	45/2	0.25	5/8	5/8	Chord	4/4	2	2	1/16	1/16	1	86							
6	6	91/4	91/4	0.25	11/16	11/16	Chord	4/4	2	2	1/16	1/16	1	87							
6	6	23	23	0.5	3/4	3/4	Chord	4/4	2	2	1/8	1/8	1	88							
6	6	47/2	47/2	0.25	7/8	7/8	Chord	4/4	2	2	1/16	1/16	1	89							
6	6	95/4	95/4	0.25	15/16	15/16	Chord	4/4	2	2	1/16	1/16	1	90							
7	7	27	27	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	91							
7	7	24	24	0.5	0	0	Chord	4/4	1	2	1/8	1/8	1	92							
7	7	49/2	49/2	0.5	1/8	1/8	Chord	4/4	1	2	1/8	1/8	1	93							
7	7	25	25	2.0	1/4	1/4	Chord	4/4	1	2	1/2	1/2	1	94							
7	7	27	27	1.0	3/4	3/4	Chord	4/4	1	2	1/4	1/4	1	95							
7	7	24	24	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	96							
7	7	25	25	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	97							
7	7	26	26	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	98							
7	7	24	24	0.5	0	0	Chord	4/4	2	2	1/8	1/8	1	99							
7	7	49/2	49/2	0.5	1/8	1/8	Chord	4/4	2	2	1/8	1/8	1	100							
7	7	25	25	0.5	1/4	1/4	Chord	4/4	2	2	1/8	1/8	1	101							
7	7	51/2	51/2	0.5	3/8	3/8	Chord	4/4	2	2	1/8	1/8	1	102							
7	7	26	26	1.0	1/2	1/2	Chord	4/4	2	2	1/4	1/4	1	103							
7	7	27	27	1.0	3/4	3/4	Chord	4/4	2	2	1/4	1/4	1	104							
8	8	28	28	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	105							
8	8	57/2	57/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16	1/16	1	106							
8	8	115/4	115/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16	1/16	1	107							
8	8	29	29	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	108							
8	8	59/2	59/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	109							
8	8	30	30	0.5	1/2	1/2	Chord	4/4	1	1	1/8	1/8	1	110							
8	8	61/2	61/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8	1/8	1	111							
8	8	31	31	0.25	3/4	3/4	Chord	4/4	1	1	1/16	1/16	1	112							
8	8	125/4	125/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16	1/16	1	113							
8	8	63/2	63/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16	1/16	1	114							
8	8	127/4	127/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16	1/16	1	115							
8	8	28	28	2.0	0	0	Chord	4/4	1	2	1/2	1/2	1	116							
8	8	28	28	1.5	0	0	Chord	4/4	2	1	3/8	1/4	3/2	117							
8	8	59/2	59/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	118							
8	8	30	30	0.5	1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	119							
8	8	61/2	61/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	120							
8	8	31	31	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	121							
8	8	28	28	4.0	0	0	Chord	4/4	2	2	1	1	1	122							
9	9	32	32	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	123							
9	9	65/2	65/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16	1/16	1	124							
9	9	131/4	131/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16	1/16	1	125							
9	9	33	33	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	126							
9	9	67/2	67/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	127							
9	9	34	34	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	128							
9	9	35	35	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	129							
9	9	32	32	1.5	0	0	Chord	4/4	1	2	3/8	1/4	3/2	130							
9	9	67/2	67/2	0.25	3/8	3/8	Chord	4/4	1	2	1/16	1/16	1	131							
9	9	135/4	135/4	0.25	7/16	7/16	Chord	4/4	1	2	1/16	1/16	1	132							
9	9	34	34	0.5	1/2	1/2	Chord	4/4	1	2	1/8	1/8	1	133							
9	9	69/2	69/2	0.5	5/8	5/8	Chord	4/4	1	2	1/8	1/8	1	134							
9	9	35	35	0.5	3/4	3/4	Chord	4/4	1	2	1/8	1/8	1	135							
9	9	71/2	71/2	0.5	7/8	7/8	Chord	4/4	1	2	1/8	1/8	1	136							
9	9	32	32	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	137							
9	9	33	33	3.0	1/4	1/4	Chord	4/4	2	1	3/4	1/2	3/2	138							
10	10	36	36	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	139							
10	10	37	37	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	140							
10	10	38	38	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	141							
10	10	36	36	0.25	0	0	Chord	4/4	1	2	1/16	1/16	1	142							
10	10	145/4	145/4	0.25	1/16	1/16	Chord	4/4	1	2	1/16	1/16	1	143							
10	10	73/2	73/2	0.25	1/8	1/8	Chord	4/4	1	2	1/16	1/16	1	144							
10	10	147/4	147/4	0.25	3/16	3/16	Chord	4/4	1	2	1/16	1/16	1	145							
10	10	37	37	0.5	1/4	1/4	Chord	4/4	1	2	1/8	1/8	1	146							
10	10	75/2	75/2	0.5	3/8	3/8	Chord	4/4	1	2	1/8	1/8	1	147							
10	10	38	38	1.0	1/2	1/2	Chord	4/4	1	2	1/4	1/4	1	148							
10	10	39	39	1.0	3/4	3/4	Chord	4/4	1	2	1/4	1/4	1	149							
10	10	36	36	1.5	0	0	Chord	4/4	2	2	3/8	1/4	3/2	150							
10	10	75/2	75/2	0.25	3/8	3/8	Chord	4/4	2	2	1/16	1/16	1	151							
10	10	151/4	151/4	0.25	7/16	7/16	Chord	4/4	2	2	1/16	1/16	1	152							
10	10	38	38	0.5	1/2	1/2	Chord	4/4	2	2	1/8	1/8	1	153							
10	10	77/2	77/2	0.5	5/8	5/8	Chord	4/4	2	2	1/8	1/8	1	154							
10	10	39	39	0.5	3/4	3/4	Chord	4/4	2	2	1/8	1/8	1	155							
10	10	79/2	79/2	0.5	7/8	7/8	Chord	4/4	2	2	1/8	1/8	1	156							
11	11	40	40	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	157							
11	11	42	42	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	158							
11	11	40	40	1.0	0	0	Chord	4/4	1	2	1/4	1/4	1	159							
11	11	41	41	2.0	1/4	1/4	Chord	4/4	1	2	1/2	1/2	1	160							
11	11	43	43	0.5	3/4	3/4	Chord	4/4	1	2	1/8	1/8	1	161							
11	11	87/2	87/2	0.5	7/8	7/8	Chord	4/4	1	2	1/8	1/8	1	162							
11	11	40	40	0.25	0	0	Chord	4/4	2	2	1/16	1/16	1	163							
11	11	161/4	161/4	0.25	1/16	1/16	Chord	4/4	2	2	1/16	1/16	1	164							
11	11	81/2	81/2	0.25	1/8	1/8	Chord	4/4	2	2	1/16	1/16	1	165							
11	11	163/4	163/4	0.25	3/16	3/16	Chord	4/4	2	2	1/16	1/16	1	166							
11	11	41	41	0.5	1/4	1/4	Chord	4/4	2	2	1/8	1/8	1	167							
11	11	83/2	83/2	0.25	3/8	3/8	Chord	4/4	2	2	1/16	1/16	1	168							
11	11	167/4	167/4	0.25	7/16	7/16	Chord	4/4	2	2	1/16	1/16	1	169							
11	11	42	42	0.5	1/2	1/2	Chord	4/4	2	2	1/8	1/8	1	170							
11	11	85/2	85/2	0.5	5/8	5/8	Chord	4/4	2	2	1/8	1/8	1	171							
11	11	43	43	0.5	3/4	3/4	Chord	4/4	2	2	1/8	1/8	1	172							
11	11	87/2	87/2	0.5	7/8	7/8	Chord	4/4	2	2	1/8	1/8	1	173							
12	12	45	45	2.0	1/4	1/4	Chord	4/4	1	1	1/2	1/2	1	174							
12	12	47	47	0.5	3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	175							
12	12	95/2	95/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	176							
12	12	44	44	0.5	0	0	Chord	4/4	1	2	1/8	1/8	1	177							
12	12	89/2	89/2	0.25	1/8	1/8	Chord	4/4	1	2	1/16	1/16	1	178							
12	12	179/4	179/4	0.25	3/16	3/16	Chord	4/4	1	2	1/16	1/16	1	179							
12	12	45	45	1.0	1/4	1/4	Chord	4/4	1	2	1/4	1/4	1	180							
12	12	46	46	2.0	1/2	1/2	Chord	4/4	1	2	1/2	1/2	1	181							
12	12	44	44	1.5	0	0	Chord	4/4	2	1	3/8	1/4	3/2	182							
12	12	91/2	91/2	0.25	3/8	3/8	Chord	4/4	2	1	1/16	1/16	1	183							
12	12	183/4	183/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16	1/16	1	184							
12	12	46	46	0.5	1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	185							
12	12	93/2	93/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	186							
12	12	47	47	0.5	3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	187							
12	12	95/2	95/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	188							
12	12	44	44	2.0	0	0	Chord	4/4	2	2	1/2	1/2	1	189							
12	12	46	46	2.0	1/2	1/2	Chord	4/4	2	2	1/2	1/2	1	190							
13	13	48	48	1.5	0	0	Chord	4/4	1	1	3/8	1/4	3/2	191							
13	13	99/2	99/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	192							
13	13	50	50	0.5	1/2	1/2	Chord	4/4	1	1	1/8	1/8	1	193							
13	13	101/2	101/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8	1/8	1	194							
13	13	51	51	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	195							
13	13	48	48	1.5	0	0	Chord	4/4	1	2	3/8	1/4	3/2	196							
13	13	99/2	99/2	0.5	3/8	3/8	Chord	4/4	1	2	1/8	1/8	1	197							
13	13	50	50	2.0	1/2	1/2	Chord	4/4	1	2	1/2	1/2	1	198							
13	13	48	48	0.25	0	0	Chord	4/4	2	1	1/16	1/16	1	199							
13	13	193/4	193/4	0.25	1/16	1/16	Chord	4/4	2	1	1/16	1/16	1	200							
13	13	97/2	97/2	0.25	1/8	1/8	Chord	4/4	2	1	1/16	1/16	1	201							
13	13	195/4	195/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16	1/16	1	202							
13	13	49	49	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	203							
13	13	99/2	99/2	1.0	3/8	3/8	Chord	4/4	2	1	1/4	1/4	1	204							
13	13	101/2	101/2	0.25	5/8	5/8	Chord	4/4	2	1	1/16	1/16	1	205							
13	13	203/4	203/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16	1/16	1	206							
13	13	51	51	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	207							
13	13	48	48	4.0	0	0	Chord	4/4	2	2	1	1	1	208							
14	14	52	52	0.75	0	0	Chord	4/4	1	1	3/16	1/8	3/2	209							
14	14	211/4	211/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16	1/16	1	210							
14	14	53	53	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	211							
14	14	107/2	107/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16	1/16	1	212							
14	14	215/4	215/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16	1/16	1	213							
14	14	54	54	0.5	1/2	1/2	Chord	4/4	1	1	1/8	1/8	1	214							
14	14	109/2	109/2	1.0	5/8	5/8	Chord	4/4	1	1	1/4	1/4	1	215							
14	14	111/2	111/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16	1/16	1	216							
14	14	223/4	223/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16	1/16	1	217							
14	14	52	52	2.0	0	0	Chord	4/4	1	2	1/2	1/2	1	218							
14	14	54	54	2.0	1/2	1/2	Chord	4/4	1	2	1/2	1/2	1	219							
14	14	52	52	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	220							
14	14	54	54	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	221							
14	14	52	52	4.0	0	0	Chord	4/4	2	2	1	1	1	222							
15	15	56	56	0.25	0	0	Chord	4/4	1	1	1/16	1/16	1	223							
15	15	225/4	225/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16	1/16	1	224							
15	15	113/2	113/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16	1/16	1	225							
15	15	227/4	227/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16	1/16	1	226							
15	15	57	57	2.0	1/4	1/4	Chord	4/4	1	1	1/2	1/2	1	227							
15	15	59	59	0.5	3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	228							
15	15	119/2	119/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	229							
15	15	56	56	1.0	0	0	Chord	4/4	1	2	1/4	1/4	1	230							
15	15	57	57	0.25	1/4	1/4	Chord	4/4	1	2	1/16	1/16	1	231							
15	15	229/4	229/4	0.25	5/16	5/16	Chord	4/4	1	2	1/16	1/16	1	232							
15	15	115/2	115/2	0.25	3/8	3/8	Chord	4/4	1	2	1/16	1/16	1	233							
15	15	231/4	231/4	0.25	7/16	7/16	Chord	4/4	1	2	1/16	1/16	1	234							
15	15	58	58	1.0	1/2	1/2	Chord	4/4	1	2	1/4	1/4	1	235							
15	15	59	59	1.0	3/4	3/4	Chord	4/4	1	2	1/4	1/4	1	236							
15	15	233/4	233/4	0.25	9/16	9/16	Chord	4/4	2	1	1/16	1/16	1	237							
15	15	117/2	117/2	0.25	5/8	5/8	Chord	4/4	2	1	1/16	1/16	1	238							
15	15	235/4	235/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16	1/16	1	239							
15	15	59	59	0.25	3/4	3/4	Chord	4/4	2	1	1/16	1/16	1	240							
15	15	237/4	237/4	0.25	13/16	13/16	Chord	4/4	2	1	1/16	1/16	1	241							
15	15	119/2	119/2	0.25	7/8	7/8	Chord	4/4	2	1	1/16	1/16	1	242							
15	15	239/4	239/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16	1/16	1	243							
15	15	56	56	2.0	0	0	Chord	4/4	2	2	1/2	1/2	1	244							
16	16	60	60	2.0	0	0	Chord	8/4	1	1	1/2	1/2	1	245							
16	16	62	62	3.0	1/2	1/2	Chord	8/4	1	1	3/4	1/2	3/2	246							
16	16	65	65	0.5	5/4	5/4	Chord	8/4	1	1	1/8	1/8	1	247							
16	16	131/2	131/2	0.5	11/8	11/8	Chord	8/4	1	1	1/8	1/8	1	248							
16	16	66	66	2.0	3/2	3/2	Chord	8/4	1	1	1/2	1/2	1	249							
16	16	60	60	1.0	0	0	Chord	8/4	1	2	1/4	1/4	1	250							
16	16	61	61	1.0	1/4	1/4	Chord	8/4	1	2	1/4	1/4	1	251							
16	16	127/2	127/2	0.5	7/8	7/8	Chord	8/4	1	2	1/8	1/8	1	252							
16	16	64	64	4.0	1	1	Chord	8/4	1	2	1	1	1	253							
16	16	60	60	1.0	0	0	Chord	8/4	2	1	1/4	1/4	1	254							
16	16	61	61	1.5	1/4	1/4	Chord	8/4	2	1	3/8	1/4	3/2	255							
16	16	125/2	125/2	0.25	5/8	5/8	Chord	8/4	2	1	1/16	1/16	1	256							
16	16	251/4	251/4	0.25	11/16	11/16	Chord	8/4	2	1	1/16	1/16	1	257							
16	16	63	63	0.5	3/4	3/4	Chord	8/4	2	1	1/8	1/8	1	258							
16	16	127/2	127/2	0.5	7/8	7/8	Chord	8/4	2	1	1/8	1/8	1	259							
16	16	64	64	1.0	1	1	Chord	8/4	2	1	1/4	1/4	1	260							
16	16	65	65	0.5	5/4	5/4	Chord	8/4	2	1	1/8	1/8	1	261							
16	16	131/2	131/2	0.5	11/8	11/8	Chord	8/4	2	1	1/8	1/8	1	262							
16	16	66	66	2.0	3/2	3/2	Chord	8/4	2	1	1/2	1/2	1	263							
16	16	241/4	241/4	0.25	1/16	1/16	Chord	8/4	2	2	1/16	1/16	1	264							
16	16	121/2	121/2	0.25	1/8	1/8	Chord	8/4	2	2	1/16	1/16	1	265							
16	16	243/4	243/4	0.25	3/16	3/16	Chord	8/4	2	2	1/16	1/16	1	266							
16	16	61	61	0.25	1/4	1/4	Chord	8/4	2	2	1/16	1/16	1	267							
16	16	245/4	245/4	0.25	5/16	5/16	Chord	8/4	2	2	1/16	1/16	1	268							
16	16	123/2	123/2	0.25	3/8	3/8	Chord	8/4	2	2	1/16	1/16	1	269							
16	16	247/4	247/4	0.25	7/16	7/16	Chord	8/4	2	2	1/16	1/16	1	270							
16	16	62	62	1.0	1/2	1/2	Chord	8/4	2	2	1/4	1/4	1	271							
16	16	63	63	1.0	3/4	3/4	Chord	8/4	2	2	1/4	1/4	1	272							
16	16	64	64	4.0	1	1	Chord	8/4	2	2	1	1	1	273							
17	17	68	68	1.0	0	0	Chord	3/2	1	2	1/4	1/4	1	274							
17	17	69	69	1.0	1/4	1/4	Chord	3/2	1	2	1/4	1/4	1	275							
17	17	70	70	1.0	1/2	1/2	Chord	3/2	1	2	1/4	1/4	1	276							
17	17	71	71	1.0	3/4	3/4	Chord	3/2	1	2	1/4	1/4	1	277							
17	17	72	72	1.0	1	1	Chord	3/2	1	2	1/4	1/4	1	278							
17	17	73	73	1.0	5/4	5/4	Chord	3/2	1	2	1/4	1/4	1	279							
18	18	74	74	2.0	0	0	Chord	3/2	1	2	1/2	1/2	1	280							
18	18	76	76	1.0	1/2	1/2	Chord	3/2	1	2	1/4	1/4	1	281							
18	18	77	77	2.0	3/4	3/4	Chord	3/2	1	2	1/2	1/2	1	282							
18	18	79	79	1.0	5/4	5/4	Chord	3/2	1	2	1/4	1/4	1	283							
18	18	74	74	1.0	0	0	Chord	3/2	2	1	1/4	1/4	1	284							
18	18	75	75	1.0	1/4	1/4	Chord	3/2	2	1	1/4	1/4	1	285							
18	18	76	76	1.0	1/2	1/2	Chord	3/2	2	1	1/4	1/4	1	286							
18	18	77	77	1.0	3/4	3/4	Chord	3/2	2	1	1/4	1/4	1	287							
18	18	78	78	1.0	1	1	Chord	3/2	2	1	1/4	1/4	1	288							
18	18	79	79	1.0	5/4	5/4	Chord	3/2	2	1	1/4	1/4	1	289							
19	19	80	80	2.0	0	0	Chord	3/2	1	2	1/2	1/2	1	290							
19	19	82	82	1.0	1/2	1/2	Chord	3/2	1	2	1/4	1/4	1	291							
19	19	83	83	2.0	3/4	3/4	Chord	3/2	1	2	1/2	1/2	1	292							
19	19	85	85	1.0	5/4	5/4	Chord	3/2	1	2	1/4	1/4	1	293							
19	19	80	80	1.0	0	0	Chord	3/2	2	1	1/4	1/4	1	294							
19	19	81	81	2.0	1/4	1/4	Chord	3/2	2	1	1/2	1/2	1	295							
19	19	83	83	2.0	3/4	3/4	Chord	3/2	2	1	1/2	1/2	1	296							
19	19	85	85	1.0	5/4	5/4	Chord	3/2	2	1	1/4	1/4	1	297							
